"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"394.00","1.00","46.26445781","20.07529457","3.0","3.0","58.74","4.69","0.22","1.28","0.23","6.36","495.49","1.63","340.91","81.46","37568.35","9.28","7.72","11.7","2062.0","4.073120925770474","1.545432582458188","-1.5141277326297755","0.2468600779315258","-1.4696759700589417","1.8500283773520307","6.205547171931678","0.4885800148186709","5.8316185128291975","4.400112102220266","10.533917219583893","2.2278615467981093","7.631431664576906","0.1827187904957053","0.23569428107256882","-0.7828086708709168","-0.374748278884087","-0.4670139307548937"
"395.00","2.00","46.27994942","20.09128970","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"396.00","3.00","46.27069589","20.11667412","3.0","3.0","8.93","6.5","1.1","0.96","0.1","4.38","8.95","8.93","256.31","231.99","0.0","14.79","7.06","9.3","1541.0","2.189416394888408","1.8718021769015913","0.09531017980432493","-0.040821994520255166","-2.3025850929940455","1.4770487243883548","2.191653532286764","2.189416394888408","5.546387649386105","5.446694267289054","","2.6939512767227085","7.340186835320115","","","","",""
"397.00","4.00","46.27920246","20.12871370","3.0","3.0","309.89","7.57","0.06","0.58","0.12","16.02","784.35","0.36","256.32","96.91","6.97","9.62","7.89","11.2","5390.0","5.736217395799363","2.0241930674493576","-2.8134107167600364","-0.5447271754416722","-2.120263536200091","2.7738379416402132","6.6648553493022495","-1.0216512475319814","5.546426663879994","4.573782712746459","1.9416152247724325","2.263844264677615","8.592300663903043","1.0414893438224266","0.22434575137499435","-1.0780616960877496","-1.2811589569965092","-0.24605323477400384"
"398.00","5.00","46.27494389","20.13112318","3.0","3.0","90.09","5.4","0.29","0.87","0.1","5.32","229.58","","265.98","69.42","245733.34","27.36","7.62","11.9","3700.0","4.500809170663349","1.6863989535702288","-1.2378743560016174","-0.13926206733350766","-2.3025850929940455","1.6714733033535532","5.4362515526373505","","5.583421117985017","4.24017501043364","12.412002243239375","3.3090820927543496","8.216088098632316","","","","",""
"399.00","6.00","46.26920020","20.15307660","3.0","3.0","8.98","3.84","0.05","0.77","0.1","1.47","13.45","1.98","261.07","122.36","132019.73","13.45","7.26","15.0","5950.0","2.194999882314108","1.3454723665996355","-2.995732273553991","-0.2613647641344075","-2.3025850929940455","0.3852624007906449","2.598979106047848","0.6830968447064438","5.5647885705974245","4.806967519282702","11.790706660095996","2.598979106047848","8.691146498539675","-1.4651124695815552","-0.33842304005493296","0.23058634104014097","1.1794498810776635","0.17958351503712422"
"400.00","7.00","46.26934011","20.16596127","3.0","3.0","25.37","3.63","0.0","1.38","0.1","1.54","500.76","1.55","591.09","135.66","45516.22","10.33","7.5","16.2","3160.0","3.2335673736111907","1.2892326482767593","","0.3220834991691132","-2.3025850929940455","0.43178241642553783","6.216126944391462","0.4382549309311553","6.381968290075986","4.9101517555179335","10.725824024930374","2.3350522831315472","8.058327306580958","-0.42102113944266684","-0.40216676847409566","-0.13516623903570316","0.048399539145603174","0.1171622150465628"
"401.00","8.00","46.27819983","20.16376994","3.0","3.0","7.65","7.73","0.16","0.71","0.1","2.16","18.68","1.27","203.85","57.49","275218.67","12.65","7.08","12.3","3610.0","2.0347056478384444","2.0451088625993306","-1.8325814637483102","-0.342490308946776","-2.3025850929940455","0.7701082216960737","2.9274534328006965","0.23901690047049992","5.317384429265262","4.0516110196351995","12.525321224309957","2.5376572151735295","8.191463051326927","-1.3120254980854855","0.291261518658918","0.3578599950954364","0.8822481908967196","-0.7983669987582186"
"402.00","9.00","46.28459488","20.18732313","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"403.00","10.00","46.26497689","20.18209410","3.0","3.0","611.85","9.84","1.11","0.92","0.63","7.98","3518.1","0.81","288.19","87.15","21534.29","712.73","6.94","11.9","2484.0","6.416487154431677","2.286455711064162","0.10436001532424286","-0.08338160893905101","-0.4620354595965587","2.0769384114617173","8.16567635013513","-0.21072103131565253","5.663619984837126","4.46763077196603","9.977401827360305","6.569102667069374","7.81762544305337","1.1584278286746978","0.4977264665516568","1.0115386085288822","-0.0928899546274681","-1.0586380486391784"
"404.00","11.00","46.25678531","20.19530116","3.0","3.0","366.03","8.28","0.62","0.87","0.28","9.02","1261.7","1.03","227.35","68.94","71641.69","395.42","6.85","8.9","2084.0","5.9027152972553525","2.1138429683971682","-0.4780358009429998","-0.13926206733350766","-1.2729656758128873","2.199444334074532","7.140215296933696","0.02955880224154443","5.426490680271019","4.233236561088719","11.179432446069493","5.979948491146734","7.642044402873258","0.8059942735280041","0.7416750201032993","0.8342657588209947","0.08935431244003304","-1.2572270388285616"
"405.00","12.00","46.26211163","20.16404530","3.0","3.0","6.67","50.4","0.91","3.64","0.14","0.16","62.69","1.15","265.79","210.19","453170.21","23.8","6.89","12.3","17690.0","1.8976198599275322","3.919991175077323","-0.09431067947124129","1.2919836816486494","-1.9661128563728327","-1.8325814637483102","4.138201945285877","0.13976194237515863","5.5827065232990245","5.348011883571888","13.024023073407106","3.169685580677429","9.780754787153832","-1.9879160228036743","1.410633816019835","1.0584495808084486","2.442606166462888","0.5363632028693146"
"406.00","13.00","46.26236168","20.15206926","3.0","3.0","49.54","5.5","0.25","1.45","0.12","1.73","288.93","13.81","103.63","2511.61","0.0","9.95","7.04","14.0","5290.0","3.9027804240612136","1.7047480922384253","-1.3862943611198906","0.371563556432483","-2.120263536200091","0.5481214085096876","5.666184444240883","2.6253929674212007","4.640826863196126","7.828679260757749","","2.2975725511705014","8.573573524852344","","","","",""
"407.00","14.00","46.25827456","20.15745932","3.0","3.0","20.95","8.11","0.0","0.75","0.18","2.45","1481.9","1.28","117.72","77.4","0.0","6.74","7.09","15.5","1355.0","3.0421386463681466","2.0930978681273213","","-0.2876820724517809","-1.7147984280919266","0.8960880245566357","7.301080327196133","0.2468600779315258","4.7683089233652725","4.3489867805956814","","1.9080599249242156","7.2115567333138015","","","","",""
"408.00","15.00","46.25394843","20.13878553","3.0","3.0","6.91","9.22","1.19","0.73","0.1","2.52","3583.1","2.26","277.79","99.08","24868.65","21.35","6.76","13.9","4640.0","1.9329696377795786","2.2213750375685026","0.17395330712343798","-0.31471074483970024","-2.3025850929940455","0.9242589015233319","8.183983626488473","0.8153648132841944","5.626865432552101","4.595927604621159","10.121363253056323","3.0610517396746335","8.442469645220301","-0.2909088782938417","0.06336714387637711","0.864765467686867","0.48146698689527195","-0.038527224152381565"
"409.00","16.00","46.25061985","20.13224626","3.0","3.0","151.13","5.03","0.2","0.73","0.16","8.73","924.1","1.3","135.78","51.45","22936.58","14.04","7.1","12.6","2311.0","5.018140393582029","1.6154199841116479","-1.6094379124341003","-0.31471074483970024","-1.8325814637483102","2.166765369851511","6.828820290893995","0.26236426446749106","4.911035928873501","3.9406104622800586","10.040488295000713","2.641910398597665","7.745435610274381","0.5729324422659332","0.05399641670804723","-0.026752586954293084","-0.22834396757516973","-0.8564330687920678"
"410.00","17.00","46.24668368","20.12573274","3.0","3.0","507.91","7.44","1.26","1.23","0.31","7.38","2048.1","1.05","118.86","265.81","353267.06","3519.06","7.44","12.5","7360.0","6.230304266528516","2.0068708488450007","0.23111172096338664","0.20701416938432612","-1.171182981502945","1.998773638612381","7.624667813092344","0.04879016416943205","4.777946329938515","5.58278176784383","12.774979593789695","8.165949187474611","8.903815211722922","0.9001491737401845","0.30800864745724577","0.5304195271961791","1.7188345471953044","-0.09033918363983823"
"411.00","18.00","46.23883960","20.11346484","3.0","3.0","133.11","7.0","0.02","0.94","0.13","10.0","2362.6","1.57","143.19","68.06","51510.4","28.32","7.4","13.8","1662.0","4.891175854058928","1.9459101490553132","-3.912023005428146","-0.06187540371808753","-2.0402208285265546","2.302585092994046","7.767517986514419","0.45107561936021673","4.964172419685915","4.22038966907276","10.849539008011911","3.343568268825519","7.415776975415394","0.8701828557193552","0.15316966160448373","-0.24873926357671516","-0.39631376421515985","-0.8370532821126715"
"412.00","19.00","46.23053857","20.10034707","3.0","3.0","7.23","3.33","0.0","0.69","0.1","2.13","34.49","1.18","117.86","53.1","14401.86","19.6","7.22","11.6","1882.0","1.9782390361706734","1.2029723039923526","","-0.37106368139083207","-2.3025850929940455","0.7561219797213337","3.5406694269487495","0.16551443847757333","4.769497479409767","3.9721769282478934","9.575112643889463","2.975529566236472","7.540090320145325","-1.0385970743186448","0.088365769559201","-0.10320480663431375","-0.11465057545507484","-1.0775862243458723"
"413.00","20.00","46.24153422","20.13221898","3.0","3.0","171.08","9.16","0.0","0.89","0.23","4.35","1669.1","1.01","75.39","52.48","18233.22","9.27","7.33","13.2","1684.0","5.142131283358708","2.214846178686039","","-0.11653381625595151","-1.4696759700589417","1.4701758451005926","7.420039837984372","0.009950330853168092","4.32267464022361","3.9604321446358335","9.811000484000525","2.2267833795777636","7.428927194802272","0.6696079811256366","0.31630320077130936","-0.4935464696442521","-0.5046135989982976","-1.0251541303627276"
"414.00","21.00","46.24300451","20.14320387","3.0","3.0","387.71","8.9","0.09","1.05","0.16","6.67","1262.8","1.22","81.87","58.44","851.4","10.68","7.58","12.6","1925.0","5.960257637483271","2.186051276738094","-2.4079456086518722","0.04879016416943205","-1.8325814637483102","1.8976198599275322","7.141086756683837","0.19885085874516517","4.405132623388357","4.068000586882499","6.746882053394052","2.3683728335320486","7.562681246721884","0.9833590072722032","0.47175701683899446","-0.8136464755741966","-1.0569682149427568","-0.7298213664330141"
"415.00","22.00","46.24557979","20.15097325","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"416.00","23.00","46.24840638","20.15806068","3.0","3.0","22.37","3.94","0.41","1.4","0.14","1.87","142.34","10.02","4275.82","145.85","17388.88","16.36","6.88","15.5","1794.0","3.107720775502038","1.3711807233098425","-0.8915981192837836","0.3364722366212129","-1.9661128563728327","0.6259384308664954","4.958218561871125","2.3045830956567186","8.360731175842622","4.98257869631373","9.763586200443886","2.794839331174601","7.492203042618741","-0.7058288825336634","-0.18602732722204024","1.1577506460112688","-0.843759879294434","0.6056327193879038"
"417.00","24.00","46.25172895","20.16445487","3.0","3.0","169.22","10.31","3.81","1.52","0.34","13.7","8164.6","1.74","0.0","77.44","326577.5","419.57","7.25","13.8","4060.0","5.1311996434963545","2.333114298028869","1.3376291891386096","0.41871033485818504","-1.0788096613719298","2.617395832834079","9.007563014614824","0.5538851132264376","","4.349503442968322","12.696422565534833","6.039230377302645","8.308938252595778","","","","",""
"418.00","25.00","46.24005589","20.18297373","3.0","3.0","9.98","3.09","0.0","1.31","0.19","0.86","44.61","2.21","2939.32","44.28","0.0","18.23","7.06","9.8","2024.0","2.300583090323373","1.128171090909654","","0.2700271372130602","-1.6607312068216509","-0.15082288973458366","3.797958049140173","0.7929925155296614","7.985933541063481","3.790533107840436","","2.9030685886905716","7.6128310304073565","","","","",""
"419.00","26.00","46.23663514","20.17605732","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420.00","27.00","46.22037611","20.16340414","3.0","3.0","295.95","7.7","0.8","1.03","0.41","15.27","5110.4","2.0","124.21","398.56","639.18","15.34","7.35","12.6","8820.0","5.690190521136734","2.0412203288596382","-0.2231435513142097","0.02955880224154443","-0.8915981192837836","2.725890119230541","8.539032958020693","0.6931471805599453","4.821973681556102","5.987858051513871","6.460186104851161","2.73046379593911","9.084777149000837","1.1681607609258282","0.10103930795145263","-0.4926097731257115","0.25331537645729474","1.2180023704645242"
"421.00","28.00","46.25197526","20.15110145","3.0","3.0","805.22","10.1","0.27","0.8","0.14","22.02","1410.9","1.42","93.33","321.37","71263.83","54.76","6.95","14.9","7000.0","6.691115532006593","2.312535423847214","-1.3093333199837622","-0.2231435513142097","-1.9661128563728327","3.091951131294534","7.251983077619112","0.35065687161316933","4.536141599577656","5.772593107316444","11.174144184558065","4.002960000420248","8.85366542803745","1.19487235922977","-0.049724033599149564","0.3745005919931657","1.0740283969354423","0.5437022693071232"
"422.00","1.00","46.26445781","20.07529457","3.0","5.0","73.63","2.3","0.25","0.55","0.26","7.29","536.83","0.93","82.65","260.63","22688.69","10.67","8.06","13.4","1891.0","4.299052551380625","0.8329091229351039","-1.3862943611198906","-0.5978370007556204","-1.3470736479666092","1.986503546020567","6.285681470832081","-0.07257069283483537","4.4146148242670336","5.563101777021321","10.029621841422292","2.367436065313662","7.544861068658458","0.4650416900901501","-0.6322942732667609","-1.7483733069215601","-0.17610822742741844","0.003551405667305052"
"423.00","2.00","46.27994942","20.09128970","3.0","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424.00","3.00","46.27069589","20.11667412","3.0","5.0","7.32","4.46","1.28","0.56","0.1","1.14","7.79","15.75","222.92","947.47","0.0","38.27","7.69","12.8","1472.0","1.9906103279732201","1.4951487660319727","0.2468600779315258","-0.579818495252942","-2.3025850929940455","0.131028262406404","2.052840859882657","2.7568403652716422","5.406812962701336","6.853795274186192","","3.644666299437611","7.294377299288821","","","","",""
"425.00","4.00","46.27920246","20.12871370","3.0","5.0","226.65","4.96","0.15","0.14","0.1","6.45","601.57","0.84","211.68","176.31","0.0","7.41","7.97","12.1","4850.0","5.4234069773868585","1.601405740736836","-1.8971199848858813","-1.9661128563728327","-2.3025850929940455","1.864080130807681","6.399542904370953","-0.1743533871447778","5.355075700366646","5.172243809292668","","2.0028304393079956","8.48673398393153","","","","",""
"426.00","5.00","46.27494389","20.13112318","3.0","5.0","92.77","2.85","0.28","0.37","0.1","4.81","205.88","0.95","123.39","142.58","123847.56","70.38","7.68","12.0","3360.0","4.5301233116651805","1.0473189942805592","-1.2729656758128873","-0.9942522733438669","-2.3025850929940455","1.5706970841176697","5.327293474784554","-0.05129329438755058","4.815350070910442","4.959903245689483","11.72680673347192","4.253909131893439","8.11969625295725","0.04762105313777202","-0.45606136699682587","-0.6416875118199681","0.7746367639565249","-0.3800469788982745"
"427.00","6.00","46.26920020","20.15307660","3.0","5.0","9.89","2.03","0.08","0.33","0.1","1.45","19.8","1.57","79.48","188.57","76469.97","13.43","7.38","14.4","5430.0","2.2915241456346207","0.7080357930536959","-2.5257286443082556","-1.1086626245216111","-2.3025850929940455","0.371563556432483","2.9856819377004897","0.45107561936021673","4.375505417683616","5.239469290738831","11.244653393727484","2.5974910105351463","8.599694412927981","-1.2866717977566586","-0.8807341386538833","-0.4224770179544629","1.3134552241759658","0.3190605854060183"
"428.00","7.00","46.26934011","20.16596127","3.0","5.0","89.87","2.17","0.1","0.69","0.1","2.75","877.58","1.22","127.87","165.58","25686.15","17.75","7.35","14.6","2911.0","4.498364181670282","0.7747271675523681","-2.3025850929940455","-0.37106368139083207","-2.3025850929940455","1.0116009116784799","6.777168119275631","0.19885085874516517","4.851014122823077","5.10945446171066","10.153707215113016","2.8763855159214247","7.976251943745623","0.1711115099888053","-0.6809515945412269","-0.44646659528920185","0.20156698553234753","0.015115393794639914"
"429.00","8.00","46.27819983","20.16376994","3.0","5.0","10.94","6.29","0.16","0.84","0.1","1.88","58.65","0.76","82.35","136.45","171536.33","16.39","7.15","13.5","3190.0","2.392425796993835","1.8389610707123492","-1.8325814637483102","-0.1743533871447778","-2.3025850929940455","0.6312717768418578","4.0715875750994845","-0.2744368457017603","4.410978456623649","4.9159582471543475","12.052550359888592","2.7966713927557385","8.06777619577889","-0.9376235344407126","0.048830840107315754","-0.056319211924023976","0.874146292441697","-0.5233256133201745"
"430.00","9.00","46.28459488","20.18732313","3.0","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431.00","10.00","46.26497689","20.18209410","3.0","5.0","571.9","7.48","1.19","0.41","0.52","9.52","3149.0","0.83","98.16","144.11","10052.37","2573.08","6.97","13.0","2229.0","6.348964150921271","2.012232791986386","0.17395330712343798","-0.8915981192837836","-0.6539264674066639","2.253394848803274","8.054840221101024","-0.18632957819149348","4.586598800402656","4.97057689685027","9.215563706581367","7.852858903908771","7.709308333385869","1.3147253001367412","0.04077831207351161","0.91292131537871","0.02537616926764691","-0.9406819880916684"
"432.00","11.00","46.25678531","20.19530116","3.0","5.0","349.85","4.58","0.6","0.39","0.28","10.79","1104.8","0.79","47.89","150.25","50882.11","238.19","7.07","13.3","1895.0","5.857504491191905","1.5216989981260935","-0.5108256237659907","-0.941608539858445","-1.2729656758128873","2.378619779270043","7.007419602095083","-0.23572233352106983","3.868906714354518","5.012300573415317","10.837266667279929","5.473068674511823","7.546974117516527","1.0069415824242978","-0.2782226136434497","0.11612618887925491","0.22228392344417802","-0.8405000128649108"
"433.00","12.00","46.26211163","20.16404530","3.0","5.0","7.43","71.96","0.76","3.75","0.11","0.18","49.4","0.81","143.0","0.0","302772.57","0.0","6.71","12.8","16140.0","2.005525858729668","4.2761104090823325","-0.2744368457017603","1.3217558399823195","-2.2072749131897207","-1.7147984280919266","3.899950424193877","-0.21072103131565253","4.962844630259907","","12.62073720859534","","9.68905594182394","","","","",""
"434.00","13.00","46.26236168","20.15206926","3.0","5.0","168.42","3.49","0.18","0.2","0.11","3.52","1351.6","5.28","150.68","921.41","9960.3","224.74","7.19","16.8","4060.0","5.126460859601846","1.2499017362143359","-1.7147984280919266","-1.6094379124341003","-2.2072749131897207","1.2584609896100056","7.209044354840135","1.6639260977181702","5.015158382823841","6.825905105492629","9.206362470606958","5.4149441784797565","8.308938252595778","0.5603135411230948","-1.185461509482412","0.24640979479746128","0.5919238960864258","1.5157507212910708"
"435.00","14.00","46.25827456","20.15745932","3.0","5.0","21.52","6.79","0.03","0.6","0.14","3.98","1375.6","1.15","109.03","104.25","61.47","5.32","6.93","16.2","1229.0","3.0689827352935835","1.9154509415706047","-3.506557897319982","-0.5108256237659907","-1.9661128563728327","1.3812818192963463","7.226645278558111","0.13976194237515863","4.69162307371829","4.646791860678911","4.118549250918918","1.6714733033535532","7.113956109566034","0.3299950277869766","-0.20997706732197666","-0.007165696804836752","-1.8314608204356544","-0.4797344451538248"
"436.00","15.00","46.25394843","20.13878553","3.0","5.0","6.08","5.94","1.08","0.39","0.06","1.07","3323.4","1.8","2511.22","191.64","0.0","70.74","7.09","15.8","3900.0","1.8050046959780757","1.7817091333745536","0.0769610411361284","-0.941608539858445","-2.8134107167600364","0.06765864847381486","8.108743634267114","0.5877866649021191","7.828523969815876","5.2556186120149215","","4.259011183777335","8.268731832117737","","","","",""
"437.00","16.00","46.25061985","20.13224626","3.0","5.0","504.86","5.14","1.26","0.59","0.23","4.57","1775.8","1.13","54.0","226.9","256431.17","2827.97","7.52","13.2","6660.0","6.224281163117879","1.6370530794670737","0.23111172096338664","-0.527632742082372","-1.4696759700589417","1.5195132049061133","7.482006304598227","0.12221763272424911","3.9889840465642745","5.424509391785796","12.454615564502593","7.947314418756519","8.803874763534434","0.8156981212709506","-0.14181947893057134","0.21130485218793338","1.7615959295314307","-0.14365756776885452"
"438.00","17.00","46.24668368","20.12573274","3.0","5.0","150.22","4.57","0.24","0.51","0.18","17.99","1303.2","1.08","76.23","108.85","26688.39","8.51","7.7","12.8","2155.0","5.0121008862578655","1.5195132049061133","-1.4271163556401458","-0.6733445532637656","-1.7147984280919266","2.8898160479624417","7.1725780572878355","0.0769610411361284","4.333755086000182","4.689970787680556","10.191983918361052","2.1412419425852827","7.675546002537848","0.9524148310011813","-0.22933173327666245","-1.181547884599563","-0.20709060987005756","-0.4632764690384141"
"439.00","18.00","46.23883960","20.11346484","3.0","5.0","126.74","4.03","0.03","0.38","0.1","8.37","1058.2","0.23","337.39","128.78","35429.15","12.71","7.28","15.5","1527.0","4.842137743895371","1.3937663759585917","-3.506557897319982","-0.9675840262617056","-2.3025850929940455","2.124653884501384","6.964324630470031","-1.4696759700589417","5.82123953126126","4.858105522110037","10.475290206603624","2.542389085201363","7.3310603052186325","0.683055820824361","-0.7571198193840538","-0.248985213777622","-0.5961940634979297","-1.0172104418122299"
"440.00","19.00","46.23053857","20.10034707","3.0","5.0","9.06","3.55","0.0","0.24","0.11","1.89","37.18","0.47","1456.3","375.62","4092.88","1522.27","7.12","12.8","1677.0","2.203869120054888","1.2669476034873244","","-1.4271163556401458","-2.2072749131897207","0.636576829071551","3.6157709822932977","-0.7550225842780328","7.283654251488534","5.928577994052791","8.317004157714212","7.327957920848753","7.424761761823209","-0.8783111472124431","-0.5305228352281558","1.0992955610955022","-0.3782247692470385","-0.5684545743062981"
"441.00","20.00","46.24153422","20.13221898","3.0","5.0","149.64","9.53","0.0","0.42","0.21","3.37","1434.9","","260.24","122.65","14826.76","23.07","7.75","14.5","1580.0","5.0082324094799455","2.254444717666111","","-0.8675005677047231","-1.5606477482646683","1.2149127443642704","7.268850439354361","","5.561604282165096","4.809334770704498","9.60418893520057","3.138533072185662","7.365180126021013","","","","",""
"442.00","21.00","46.24300451","20.14320387","3.0","5.0","434.42","9.32","0.17","0.32","0.1","6.48","1263.5","0.33","70.09","145.65","339.29","9.48","7.7","15.0","1757.0","6.074011808075547","2.2321626286975","-1.7719568419318752","-1.1394342831883648","-2.3025850929940455","1.8687205103641833","7.141640926828249","-1.1086626245216111","4.249780130512233","4.981206483405444","5.826855198912598","2.2491843162669305","7.471363088187097","1.1689157823898748","-0.3018256459224043","-1.1412729335402436","-1.1924683259826037","-0.6241711306257782"
"443.00","22.00","46.24557979","20.15097325","3.0","5.0","2185.3","43.01","0.54","0.38","0.51","36.02","17465.0","3.8","208.39","1229.57","0.0","7.4","6.7","17.1","2806.0","7.689508397876107","3.7614326467956447","-0.616186139423817","-0.9675840262617056","-0.6733445532637656","3.58407433974781","9.767954157240933","1.33500106673234","5.339411324082998","7.1144197937484766","","2.0014800002101243","7.939515260662406","","","","",""
"444.00","23.00","46.24840638","20.15806068","3.0","5.0","15.87","1.79","0.41","0.81","0.07","36.37","140.01","22.4","3109.58","335.75","0.0","48.39","6.92","16.3","1544.0","2.7644305345383176","0.5822156198526637","-0.8915981192837836","-0.21072103131565253","-2.659260036932778","3.5937442589988975","4.941713848629834","3.109060958860994","8.042242947821935","5.816366835403347","","3.8792931808052273","7.342131730584722","","","","",""
"445.00","24.00","46.25172895","20.16445487","3.0","5.0","150.7","5.86","1.83","0.49","0.29","10.23","7321.6","0.81","0.0","104.25","230100.69","183.28","7.18","13.6","3870.0","5.01529110563245","1.7681496035889213","0.6043159668533296","-0.7133498878774648","-1.2378743560016174","2.325324579963535","8.898584162305369","-0.21072103131565253","","4.646791860678911","12.34627227471518","5.2110150381452405","8.261009786023827","","","","",""
"446.00","25.00","46.24005589","20.18297373","3.0","5.0","12.66","1.11","0.0","0.63","0.1","0.0","27.24","0.4","2239.96","380.21","62.2","137.85","6.94","14.2","1887.0","2.5384474167160302","0.10436001532424286","","-0.4620354595965587","-2.3025850929940455","","3.3046864812813115","-0.916290731874155","7.714213287546788","5.940723731654782","4.130354999745133","4.926166137469806","7.54274354536855","","","","",""
"447.00","26.00","46.23663514","20.17605732","3.0","5.0","5.46","1.35","0.0","0.41","0.1","0.0","12.89","4.33","0.0","199.31","0.0","58.67","6.83","16.3","1634.0","1.6974487897568136","0.30010459245033816","","-0.8915981192837836","-2.3025850929940455","","2.556451816951096","1.4655675420143985","","5.2948614015746465","","4.071928522937768","7.3987862754199485","","","","",""
"448.00","27.00","46.22037611","20.16340414","3.0","5.0","93.14","4.21","0.77","0.38","0.15","6.99","3290.8","1.62","0.0","464.54","169.14","25.65","7.34","12.2","8100.0","4.534103737554231","1.43746264769429","-0.2613647641344075","-0.9675840262617056","-1.8971199848858813","1.944480556245719","8.098885975294776","0.4824261492442928","","6.141047668647471","5.130726774354076","3.2445435716167785","8.99961934066053","","","","",""
"449.00","28.00","46.25197526","20.15110145","3.0","5.0","348.52","5.98","0.24","0.25","0.1","18.42","658.78","0.9","289.59","111.92","26900.75","8.66","6.95","13.0","5940.0","5.853695617363086","1.7884205679625405","-1.4271163556401458","-1.3862943611198906","-2.3025850929940455","2.913437030827161","6.490389639615586","-0.10536051565782628","5.668466129528634","4.717784330357226","10.199909446242154","2.1587147225743437","8.68946441235669","0.7418605967472022","-0.48441942266615784","0.22049990298631916","0.5124919339788814","-0.047633116868067454"
"450.00","1.00","46.26445781","20.07529457","3.0","7.0","18.84","1.74","0.27","0.79","0.27","5.87","189.45","0.75","168.99","100.72","51039.13","92.17","8.15","17.1","1515.0","2.935982269148217","0.5538851132264376","-1.3093333199837622","-0.23572233352106983","-1.3093333199837622","1.7698546338400052","5.24412513746461","-0.2876820724517809","5.129839541574732","4.612344389736092","10.840347872418851","4.523634698005573","7.323170717943469","-0.03758423930722305","-0.7907736717415221","-0.8992412009500557","-0.2768197413474591","-0.9318140309990821"
"451.00","2.00","46.27994942","20.09128970","3.0","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452.00","3.00","46.27069589","20.11667412","3.0","7.0","3.85","3.53","1.6","0.45","0.1","0.48","4.99","14.12","433.71","610.26","0.0","8.73","7.46","17.9","1236.0","1.3480731482996928","1.2612978709452054","0.47000362924573563","-0.7985076962177716","-2.3025850929940455","-0.7339691750802004","1.6074359097634274","2.647592232065096","6.072376107988461","6.4138850958655595","","2.166765369851511","7.119635638017636","","","","",""
"453.00","4.00","46.27920246","20.12871370","3.0","7.0","7.51","4.92","0.32","0.12","0.1","0.28","205.87","1.27","87.4","72.03","3594.1","41.6","7.59","17.0","3870.0","2.0162354657760435","1.5933085305042167","-1.1394342831883648","-2.120263536200091","-2.3025850929940455","-1.2729656758128873","5.327244901621217","0.23901690047049992","4.470495282661489","4.277082698901271","8.187048891107784","3.728100167267218","8.261009786023827","-1.0729801009818465","-0.9978815964800828","-0.1607837313638761","0.4144475506143459","-0.37561335523624434"
"454.00","5.00","46.27494389","20.13112318","3.0","7.0","28.36","2.41","0.34","0.26","0.1","2.2","81.38","","62.99","74.53","238853.58","281.51","7.68","15.7","2718.0","3.344979701663927","0.8796267475025636","-1.0788096613719298","-1.3470736479666092","-2.3025850929940455","0.7884573603642703","4.399129542573544","","4.142975983633837","4.311201728893603","12.383606007192279","5.640167970927469","7.907651594711089","","","","",""
"455.00","6.00","46.26920020","20.15307660","3.0","7.0","13.89","1.55","0.03","0.4","0.1","0.79","50.23","1.8","155.04","67.97","161348.04","13.15","7.58","17.9","4490.0","2.6311691567662523","0.4382549309311553","-3.506557897319982","-0.916290731874155","-2.3025850929940455","-0.23572233352106983","3.9166124577619534","0.5877866649021191","5.043683148142456","4.219066431358547","11.991319049900904","2.5764217586237734","8.4096079807363","-1.1808182356565156","-1.227906126815627","-0.251237246530481","0.9962602978170457","-0.1576398255718903"
"456.00","7.00","46.26934011","20.16596127","3.0","7.0","39.84","3.01","0.14","0.64","0.1","2.42","810.09","1.52","180.22","154.43","48102.98","54.27","7.37","9.39","2369.0","3.6848714327163976","1.1019400787607843","-1.9661128563728327","-0.4462871026284195","-2.3025850929940455","0.883767540168595","6.697145352605213","0.41871033485818504","5.194178326806891","5.03974091923491","10.78109940843672","3.9939715880753135","7.7702232041587855","-0.0965616815583608","-0.0015250662188917487","-0.40452589564768654","0.28862767049094235","-0.27852109179395196"
"457.00","8.00","46.27819983","20.16376994","3.0","7.0","6.68","7.39","1.05","0.5","0.1","0.52","6.83","1.57","148.5","69.14","266049.91","141.91","6.92","16.2","4580.0","1.8991179875485542","2.0001277349601105","0.04879016416943205","-0.6931471805599453","-2.3025850929940455","-0.6539264674066639","1.9213246735826988","0.45107561936021673","5.000584958242754","4.236133434493478","12.49143920174218","4.955193053846446","8.429454277108231","-1.83017509665311","-0.13872981299446524","1.2422077509892142","1.4144162988552407","-0.6873843212406782"
